_id,Processor (CPU),Graphics card (GPU),Memory (RAM),Screen size,Screen resolution,Weight,Hard drives,Size (length x width x height),Operating system (OS),Release date,Amazon.com Lowest New Price,Name
6589d00f8997406b55ed962c,Intel Core i7-12700H,GeForce RTX 3060,16gb,16″,WUXGA(1920 x 1200 pixels),4.19 lbs(1.9 kg),1000gb SSD,13.98 x 9.57 x 0.78 inches,Windows 11 Pro,"May 9, 2023","$1,799.00",HIDevolution ASUS ROG Zephyrus M16 GU603ZM (GU603ZM-M16.I73060-HID2P)
6589d00f8997406b55ed962d,Intel Celeron N4020,Intel UHD Graphics,8gb,15.6″,HD(1366 x 768 pixels),3.91 lbs(1.77 kg),1000gb HDD,14.11 x 9.27 x 0.74 inches,Windows 11 Home,"September 13, 2022",$599.00,Dell Inspiron 15″ (3510)
6589d00f8997406b55ed962e,Intel Core i7-11800H,GeForce RTX 3060,64gb,16″,WQXGA(2560 x 1600 pixels),5.51 lbs(2.5 kg),4000gb SSD,14.1 x 10.3 x 0.78 inches,Windows 10 Home,"August 12, 2023","$1,469.99",Acer Predator Triton 500 SE 16″
6589d00f8997406b55ed962f,Intel Celeron N4020,Intel UHD Graphics,16gb,15.6″,HD(1366 x 768 pixels),3.97 lbs(1.8 kg),1000gb HDD,14.33 x 9.8 x 0.78 inches,Windows 11,"November 3, 2021",$495.00,Dell Inspiron 15″ (3510)
6589d00f8997406b55ed9631,Intel Core i7-1355U,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),3.64 lbs(1.65 kg),500gb SSD,14.11 x 9.25 x 0.75 inches,Windows 11 Home,"July 10, 2023",$865.00,Dell Inspiron 15″ (Inspiron 15)
6589d00f8997406b55ed9630,AMD Ryzen 7 5825U,,16gb,14″,WUXGA(1920 x 1200 pixels),3.4 lbs(1.54 kg),500gb SSD,12.36 x 8.96 x 0.75 inches,Windows 11 Pro,"October 18, 2023",$699.99,Dell Inspiron 14 (Inspiron)
6589d00f8997406b55ed9632,Intel Core i5-1035G1,Intel UHD Graphics,8gb,15.6″,Full HD(1920 x 1080 pixels),,,,Windows 10 Home,"January 29, 2022",$622.99,Dell Inspiron 15″
6589d00f8997406b55ed9634,Intel Core i7-1355U,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),3.86 lbs(1.75 kg),1000gb SSD,14.18 x 9.21 x 0.7 inches,Windows 11 Pro,"December 2, 2023",$889.00,HP Pavilion 15t (TPN-W155)
6589d00f8997406b55ed9635,Intel Celeron Series,,16gb,15.6″,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),1000gb SSD,14.14 x 9.28 x 0.78 inches,Windows 11 Home,"December 12, 2023",$469.00,Lenovo V15 G2
6589d00f8997406b55ed9633,AMD Ryzen 3 5425U,,32gb,15.6″,Full HD(1920 x 1080 pixels),3.84 lbs(1.74 kg),1000gb SSD,14.09 x 9.53 x 0.78 inches,Windows 11 Pro,"October 24, 2023",$539.00,HP TPN-C151
6589d00f8997406b55ed9636,Intel Core i7-1165G7,Quadro T500,8gb,14″,Full HD(1920 x 1080 pixels),3.24 lbs(1.47 kg),250gb SSD,13 x 8.9 x 0.7 inches,,"November 11, 2021",$918.97,Lenovo ThinkPad P14s Gen 2 (20VX008YUS)
6589d00f8997406b55ed9637,Intel Core i7-12700H,GeForce RTX 3070 Ti,32gb,16″,WQUXGA(3840 x 2400 pixels),5 lbs(2.27 kg),8000gb SSD,14.02 x 9.78 x 0.88 inches,Windows 11 Pro,"April 13, 2023","$3,474.00",Gigabyte AERO 16
6589d00f8997406b55ed9638,Intel Core i7-1195G7,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),2.51 lbs(1.14 kg),1000gb SSD,14.05 x 8.82 x 0.69 inches,Windows 11 Pro,"March 11, 2023","$1,049.99",LG Gram 15 15Z95P
6589d00f8997406b55ed9639,Intel Core i5-10300H,Intel UHD Graphics,16gb,15.6″,Full HD(1920 x 1080 pixels),3.86 lbs(1.75 kg),1000gb SSD,14.02 x 9.23 x 0.74 inches,Windows 10 Home,"July 25, 2023",$999.99,Dell Inspiron 7000 15″ (i7501)
6589d0108997406b55ed963a,Intel Core i9-13900H,GeForce RTX 4090,-32gb,16″,WQXGA(2560 x 1600 pixels),4.85 lbs(2.2 kg),1000gb SSD,14.15 x 9.99 x 0.69 inches,Windows 11 Pro,"November 12, 2023","$2,805.40",Lenovo ThinkPad P1 Gen 6 16″ (21FV001UUS)
6589d0108997406b55ed963b,Intel Core i9-13950HX,Quadro RTX 3000,32gb,17″,Quad HD Plus(3200 x 1800 pixels),5.49 lbs(2.49 kg),2000gb SSD,15.04 x 10.24 x 0.75 inches,Windows 11 Pro,"May 13, 2023","$3,549.00",EXcaliberPC MSI 17″ (CreatorPro Z17HXStudio A13VKT-077US)
6589d0108997406b55ed963c,AMD Ryzen 5 5500U,,16gb,17.3″,Full HD(1920 x 1080 pixels),4.58 lbs(2.08 kg),500gb SSD,15.78 x 8.25 x 0.78 inches,Windows 11 Home,"April 7, 2023",$529.19,HP 17
6589d0108997406b55ed963d,Intel Core i5-1135G7,Intel Iris Xe,8gb,17.3″,HD Plus(1600 x 900 pixels),4.85 lbs(2.2 kg),2000gb HDD,15.75 x 10.25 x 0.75 inches,Windows 10 Pro,"September 9, 2022","$1,059.00",HP 17t-cn000 (1135G7)
6589d0108997406b55ed963e,AMD Ryzen 7 7735HS,GeForce RTX 4050,32gb,15.6″,Full HD(1920 x 1080 pixels),5.1 lbs(2.31 kg),2000gb SSD,14.16 x 10.49 x 0.86 inches,Windows 11 Home,"August 12, 2023","$1,139.00",Lenovo IdeaPad 15″
6589d0108997406b55ed963f,Intel Core i7-1255U,Intel Iris Xe,16gb,17.3″,HD Plus(1600 x 900 pixels),4.6 lbs(2.09 kg),1000gb SSD,15.78 x 10.15 x 0.78 inches,Windows 11 Home,"May 26, 2023",$809.99,HP TPN-I1394V788AV 17″ (TPN-I1394V788AV)
6589d0108997406b55ed9640,Intel Core i5-1235U,,16gb,13.3″,WUXGA(1920 x 1200 pixels),2.6 lbs(1.18 kg),250gb SSD,12 x 8.4 x 0.63 inches,,"September 11, 2023","$1,544.90",Lenovo ThinkPad X13 Yoga Gen 3 (21AW002MUS)
6589d0108997406b55ed9641,Intel Core i5-6300U,Intel HD 520,8gb,12.5″,,2.9 lbs(1.32 kg),180gb SSD,15 x 13.25 x 3.5 inches,Windows 10 Pro,"April 28, 2018",$559.00,Lenovo ThinkPad Yoga 260 12″ (20FD003RUS)
6589d0108997406b55ed9642,Intel Core i5-1155G7,Intel Iris Xe,,13.4″,Full HD Plus(2160 x 1440 pixels),2.98 lbs(1.35 kg),500gb SSD,11.82 x 8.75 x 0.59 inches,Windows 10,"August 31, 2023","$1,485.05",MSI Summit E13 Flip Evo (SUMMITE13234)
6589d0108997406b55ed9643,AMD Ryzen 3 5425U,,12gb,15.6″,Full HD(1920 x 1080 pixels),3.84 lbs(1.74 kg),500gb SSD,14.09 x 9.53 x 0.78 inches,Windows 11 Pro,"September 30, 2023",$399.99,HP 255 G9 15″ (TPN-C151)
6589d0108997406b55ed9644,AMD Ryzen 7 4800H,GeForce GTX 1660 Ti,64gb,15.6″,Full HD(1920 x 1080 pixels),5 lbs(2.27 kg),500gb SSD,14 x 10 x 1 inches,Windows 10 Pro,"November 29, 2022","$1,399.99",HP OMEN 15-EN0013DX
6589d0108997406b55ed9645,AMD Ryzen 7 7735HS,Radeon RX 7600S,64gb,16″,Full HD Plus(2160 x 1440 pixels),4.85 lbs(2.2 kg),4000gb SSD,13.98 x 9.92 x 1.06 inches,Windows 11 Home,"April 24, 2023","$1,769.00",HIDevolution 2023 ASUS TUF 16″ (FA617NS-A16.R77600-HID16)
6589d0118997406b55ed9646,Intel Core i5-1035G1,,32gb,15.6″,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),1000gb SSD,14.11 x 9.27 x 0.74 inches,Windows 11 Home,"May 25, 2022",$524.95,Dell Inspiron 15″
6589d0118997406b55ed9648,Intel Core i7-1260P,Intel Iris Xe,16gb,16″,WQXGA(2560 x 1600 pixels),3.26 lbs(1.48 kg),1000gb SSD,14.04 x 9.78 x 0.67 inches,Windows 10 Home,"December 6, 2023","$1,399.99",LG 16T90Q
6589d0118997406b55ed9647,AMD Ryzen 3 3250U,,32gb,14″,Full HD(1920 x 1080 pixels),3.3 lbs(1.5 kg),500gb SSD,12.76 x 8.9 x 0.78 inches,Windows 11 Home,"November 13, 2022",$399.00,HP 14
6589d0118997406b55ed9649,Intel Core i7 Series,Intel HD 5000,8gb,13.3″,,2.96 lbs(1.34 kg),500gb SSD,,macOS,"March 3, 2020",$349.90,Apple MacBook Air MD761LL/AU 13″ (MD761LL/AU2 C)
6589d0118997406b55ed964a,Intel Core i3-1115G4,,20gb,15.6″,Full HD(1920 x 1080 pixels),4.85 lbs(2.2 kg),1000gb SSD,14.3 x 9.4 x 0.7 inches,Windows 11 Pro,"May 31, 2023",$579.00,Acer Aspire 5 15″ (A515)
6589d0118997406b55ed964b,Intel Celeron Series,Intel UHD Graphics,4gb,15.6″,Full HD(1920 x 1080 pixels),3.53 lbs(1.6 kg),64gb SSD,14.42 x 9.61 x 0.79 inches,Chrome OS,"May 27, 2022",$234.00,Acer Chromebook 315 (NX.AZ0AA.001)
6589d0118997406b55ed964c,Intel Celeron N4020,Intel UHD Graphics,8gb,15.6″,Full HD(1920 x 1080 pixels),3.97 lbs(1.8 kg),120gb SSD,,Windows 10,"October 27, 2021",$399.00,HP 1001WM 15″
6589d0118997406b55ed964d,Intel Core i7-1360P,Intel Iris Xe,16gb,17″,WQXGA(2560 x 1600 pixels),2.9 lbs(1.32 kg),1000gb SSD,14.97 x 10.24 x 0.7 inches,Windows 11 Home,"November 28, 2023","$1,424.99",LG Gram 17ZB90R
6589d0118997406b55ed964e,Intel Core i5-1135G7,Intel UHD Graphics,16gb,15.6″,Full HD(1920 x 1080 pixels),3.95 lbs(1.79 kg),500gb SSD,14.2 x 9.5 x 0.71 inches,Windows 10 Pro,"March 31, 2021",$759.00,Dell Latitude 3520 15 (Latitude 3510)
6589d0118997406b55ed964f,Intel Core i5-1135G7,Intel Iris Xe,16gb,17″,HD Plus(1600 x 900 pixels),4.6 lbs(2.09 kg),1000gb SSD,15.78 x 10.15 x 0.78 inches,Windows 11 Home,"February 12, 2023",$679.99,HP 17
6589d0118997406b55ed9650,Intel Core i7-1195G7,Intel Iris Xe,16gb,17″,Quad HD(2560 x 1440 pixels),2.98 lbs(1.35 kg),500gb SSD,14.97 x 10.24 x 0.7 inches,Windows 11 Home,"July 25, 2022","$1,599.00",LG Gram 17″
6589d0118997406b55ed9651,Intel Core i5-1135G7,Intel Iris Xe,8gb,17″,HD Plus(1600 x 900 pixels),4.53 lbs(2.05 kg),250gb SSD,15.78 x 10.15 x 0.78 inches,Windows 11 Home,"October 12, 2021",$597.00,HP 17-cn0025nr
6589d0118997406b55ed9652,Intel Core i5-1135G7,Intel Iris Xe,20gb,15.6″,Full HD(1920 x 1080 pixels),5.4 lbs(2.45 kg),1000gb SSD,14.26 x 9.98 x 0.78 inches,Windows 11 Home,"June 7, 2023",$545.00,ASUS Vivobook 15″ (F1500E)
6589d0118997406b55ed9653,AMD Ryzen 9 7945HX,GeForce RTX 4090,32gb,16″,WQXGA(2560 x 1600 pixels),5.9 lbs(2.68 kg),2000gb SSD,14 x 10.5 x 1.5 inches,Windows 10 Pro,"December 13, 2023","$4,199.99",ASUS ROG Zephyrus Duo 16 GX650
6589d0118997406b55ed9654,AMD Ryzen 7 5800HS,GeForce RTX 3060,40gb,15.6″,Full HD(1920 x 1080 pixels),3.53 lbs(1.6 kg),2000gb SSD,12.76 x 8.74 x 0.7 inches,Windows 11 Home,"August 30, 2023","$1,259.99",ASUS ROG Zephyrus 15″ (ROG Zephyrus)
6589d0118997406b55ed9655,Intel Core i7-12700H,GeForce RTX 3070 Ti,16gb,16″,WQUXGA(3840 x 2400 pixels),5 lbs(2.27 kg),2x 1000gb SSD,14.02 x 9.78 x 0.88 inches,Windows 11 Pro,"December 8, 2023","$1,984.00",Gigabyte AERO 16
6589d0118997406b55ed9656,AMD Ryzen 3 3250U,,8gb,17.3″,Full HD(1920 x 1080 pixels),5.07 lbs(2.3 kg),250gb SSD,16 x 10 x 0.8 inches,Windows 10,"February 9, 2021",$475.00,ASUS VivoBook 17″
6589d0128997406b55ed9657,Intel Core i5 Series,,4gb,11.6″,HD Plus(1600 x 900 pixels),2.5 lbs(1.13 kg),120gb SSD,11.8 x 7.56 x 0.68 inches,macOS,"April 3, 2019",$269.00,Apple MacBook Air 11″
6589d0128997406b55ed9658,Intel Core i5-1135G7,GeForce MX450,16gb,14″,Full HD(1920 x 1080 pixels),4 lbs(1.81 kg),500gb SSD,13 x 9 x 1 inches,Windows 11 Pro,"October 12, 2023",$609.95,Dell Latitude 3420 14″
6589d0128997406b55ed9659,Intel Pentium 6405U,,4gb,15.6″,HD(1366 x 768 pixels),1.8 lbs(0.82 kg),120gb SSD,15 x 13.3 x 0.8 inches,Windows 10 Home,"September 14, 2020",$260.00,HP dw1083wm 15″ (1B9S3UA)
6589d0128997406b55ed965a,Intel Core i7-12650H,GeForce RTX 3050,64gb,15.6″,Quad HD(2560 x 1440 pixels),4.41 lbs(2 kg),2000gb SSD,14.17 x 9.92 x 0.78 inches,Windows 11 Home,"November 27, 2022","$1,449.00",ASUS TUF F15
6589d0128997406b55ed965b,AMD Ryzen 5 5500U,,32gb,17.3″,HD(1366 x 768 pixels),4.58 lbs(2.08 kg),1000gb SSD,15.78 x 10.51 x 0.81 inches,Windows 11 Pro,"March 3, 2023",$659.99,HP Windows 11 Pro 17″
6589d0128997406b55ed965c,Intel Core i7-1255U,Intel Iris Xe,32gb,17.3″,Full HD(1920 x 1080 pixels),4.6 lbs(2.09 kg),1000gb SSD,15.78 x 10.15 x 0.78 inches,Windows 11 Pro,"April 22, 2023",$851.62,HP 17T-CN200
6589d0128997406b55ed965d,Intel Core i7-1165G7,Intel Iris Xe,16gb,14″,4k(3840 x 2160 pixels),2.4 lbs(1.09 kg),1000gb SSD,,Windows 11 Pro,"March 7, 2023","$1,206.98",Lenovo IdeaPad 14″
6589d0128997406b55ed965e,AMD Ryzen 5 PRO 4650U,Integrated graphics,64gb,14″,Full HD(1920 x 1080 pixels),3.1 lbs(1.41 kg),1000gb SSD,12.7 x 9 x 0.75 inches,Windows 11 Pro,"December 12, 2023",$559.00,HP EliteBook 845 G7 14″ (1V4L6AV-4435-226017)
6589d0128997406b55ed965f,AMD Ryzen 7 6800H,GeForce RTX 3050 Ti,32gb,15.6″,Full HD(1920 x 1080 pixels),4.85 lbs(2.2 kg),1000gb SSD,13.94 x 9.88 x 0.88 inches,Windows 11 Home,"February 3, 2023","$1,039.99",ASUS TUF 15″
6589d0128997406b55ed9660,AMD Ryzen 9 7940HS,GeForce RTX 4060,48gb,14″,WQXGA(2560 x 1600 pixels),3.64 lbs(1.65 kg),500gb SSD,12.28 x 8.94 x 0.77 inches,Windows 11 Pro,"April 26, 2023","$2,109.00",HIDevolution 2023 ASUS ROG Zephyrus G14 GA402XV (GA402XV-G14.R94060-HID11P)
6589d0128997406b55ed9661,Intel Core i3-1005G1,Intel UHD Graphics,12gb,15.6″,Full HD(1920 x 1080 pixels),4.2 lbs(1.91 kg),500gb SSD,14.31 x 9.86 x 0.71 inches,Windows 10 Home,"May 4, 2022",$429.49,Acer Aspire 5 15″ (Aspire)
6589d0128997406b55ed9662,AMD Ryzen 3 3250U,Radeon Vega 3 Mobile,8gb,17.3″,Full HD(1920 x 1080 pixels),5.1 lbs(2.31 kg),"120gb SSD, 1000gb HDD",16 x 10.1 x 0.8 inches,Windows 10 Home,"August 15, 2020",$570.00,ASUS VivoBook 17 S712 (S712DA-DB36)
6589d0138997406b55ed9663,Intel Core i5-1135G7,,,12.4″,,3 lbs(1.36 kg),,,Windows 11,"October 9, 2022",$855.99,Microsoft 8QF-00012 Surface Go 2 (E9MS8QF00012)
6589d0138997406b55ed9664,Intel Core i7-11800H,GeForce RTX 3060,16gb,15.6″,Full HD(1920 x 1080 pixels),5.07 lbs(2.3 kg),"500gb SSD, 1000gb HDD",14.3 x 10 x 0.9 inches,Windows 11 Home,"July 29, 2022","$1,399.00",Acer Predator Helios 300 15″
6589d0138997406b55ed9665,Intel Core i5-10300H,GeForce GTX 1650,8gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),250gb SSD,14.14 x 9.99 x 0.85 inches,Windows 10,"December 10, 2021",$542.54,MSI GF63 15″ (222-NEW)
6589d0138997406b55ed9666,AMD Ryzen 5 Series,Radeon Vega 9,8gb,13.5″,2k(2256 x 1504 pixels),2.79 lbs(1.27 kg),250gb SSD,12.1 x 8.8 x 0.57 inches,Windows 11 Home,"December 10, 2021",$839.99,Microsoft Surface 4 13″ (microsoft)
6589d0138997406b55ed9667,Intel Core i5-1135G7,Intel Iris Xe,8gb,14″,Full HD(1920 x 1080 pixels),2.83 lbs(1.28 kg),250gb SSD,,Windows 10 Pro,"April 10, 2022",$659.44,Lenovo ThinkPad T14 Gen 2 (20W00090US)
6589d0138997406b55ed9668,Intel Core i7-1355U,GeForce MX550,64gb,15.6″,Full HD(1920 x 1080 pixels),3.86 lbs(1.75 kg),2000gb SSD,14.18 x 9.21 x 0.7 inches,Windows 11 Home,"July 27, 2023","$1,419.00",HP Pavilion 15-EG300 (7X6P2UA)
6589d0138997406b55ed9669,Intel Core i5-1135G7,Intel Iris Xe,8gb,14″,Full HD(1920 x 1080 pixels),3.19 lbs(1.45 kg),2000gb SSD,12.7 x 8.42 x 0.88 inches,Windows 11 Pro,"March 18, 2023","$1,669.00",HP ProBook 440 G8 14″
6589d0138997406b55ed966a,Intel Core i5-12500H,GeForce RTX 3050,16gb,17.3″,Full HD(1920 x 1080 pixels),6.61 lbs(3 kg),1000gb SSD,15.64 x 10.32 x 1.06 inches,Windows 11,"December 20, 2022",$849.99,Acer Nitro 5 17″
6589d0138997406b55ed966b,Intel Core i7-11800H,GeForce RTX 3070,32gb,15.6″,Full HD(1920 x 1080 pixels),4.63 lbs(2.1 kg),1000gb SSD,,Windows 10,"June 30, 2022","$1,789.00",MSI Pulse 15″ (GL66)
6589d0138997406b55ed966c,AMD Ryzen 9 5900HS,GeForce RTX 3080,16gb,15.6″,Quad HD(2560 x 1440 pixels),11 lbs(4.99 kg),1000gb SSD,13.98 x 9.57 x 0.78 inches,Windows 10,"January 26, 2022","$1,759.00",ASUS ROG Zephyrus 15″
6589d0138997406b55ed966d,,,4gb,11.6″,HD(1366 x 768 pixels),2.76 lbs(1.25 kg),32gb SSD,17.5 x 9.8 x 2.5 inches,Chrome OS,"April 5, 2023",$256.14,Lenovo 100e Chromebook 11″ (82Q30003US)
6589d0148997406b55ed966e,Intel Core i7-12650H,GeForce RTX 4050,64gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),2000gb SSD,14.13 x 9.99 x 0.85 inches,Windows 11 Home,"November 2, 2023","$1,369.99",MSI GF63 15″ (GF63)
6589d0148997406b55ed966f,Intel Core i7-1360P,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),3.84 lbs(1.74 kg),500gb SSD,14.06 x 8.68 x 0.78 inches,Windows 11 Pro,"July 14, 2023","$1,149.00",HIDevolution 2023 EVOC 15″ (EV-NS503B-HID7)
6589d0148997406b55ed9670,Intel Core i7-12650H,GeForce RTX 4060,16gb,15.6″,Full HD(1920 x 1080 pixels),4.7 lbs(2.13 kg),120gb SSD,14.2 x 9.4 x 1 inches,Windows 10 Pro,"November 30, 2023","$1,274.99",Gigabyte G5 KF5 15″
6589d0148997406b55ed9671,Intel Core i5-12450H,GeForce RTX 4050,16gb,15.6″,Full HD(1920 x 1080 pixels),4.37 lbs(1.98 kg),1000gb SSD,14.15 x 9.86 x 0.9 inches,Windows 11,"August 10, 2023",$949.99,MSI Cyborg 15″
6589d0148997406b55ed9672,Intel Core i7-11800H,GeForce RTX 3070,16gb,15.6″,Quad HD(2560 x 1440 pixels),4.41 lbs(2 kg),1000gb SSD,13.9 x 10.04 x 0.78 inches,Windows 10 Home,"January 5, 2022","$1,588.00",Acer Predator Triton 300 15″ (PT315-53-7691)
6589d0148997406b55ed9673,Intel Core i7-8750H,GeForce GTX 1060,16gb,15.6″,Full HD(1920 x 1080 pixels),5.51 lbs(2.5 kg),250gb SSD,16.49 x 11.29 x 1.18 inches,Windows 10,"May 17, 2018","$1,699.00",MSI GE63 Raider RGB-011 15″ (GE63 Raider RGB-011)
6589d0148997406b55ed9674,Intel Core i5-10210U,,16gb,15.6″,HD(1366 x 768 pixels),4.7 lbs(2.13 kg),500gb SSD,14.26 x 9.98 x 0.78 inches,Windows 11 Home,"June 4, 2022",$679.99,Lenovo IdeaPad 3 15″
6589d0148997406b55ed9676,Intel Core i5-1135G7,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),4.3 lbs(1.95 kg),500gb SSD,14.48 x 9.64 x 0.74 inches,Windows 11 Pro,"February 25, 2023",$799.98,Lenovo ThinkPad E15 (ThinkPad E15)
6589d0148997406b55ed9675,,,20gb,15.6″,HD(1366 x 768 pixels),3.53 lbs(1.6 kg),1000gb SSD,14.2 x 9.3 x 0.7 inches,Windows 11 Home,"May 12, 2023",$447.99,Lenovo IdeaPad 15″
6589d0148997406b55ed9677,AMD Ryzen 7 5800H,GeForce RTX 3050 Ti,32gb,15.6″,Full HD(1920 x 1080 pixels),5.39 lbs(2.44 kg),1000gb SSD,14.1 x 10.14 x 0.98 inches,Windows 11 Home,"June 29, 2022","$1,169.00",Dell G15 (A975GRY)
6589d0148997406b55ed9678,Intel Core i5-10300H,GeForce RTX 3050 4GB,16gb,15.6″,Full HD(1920 x 1080 pixels),3.88 lbs(1.76 kg),1000gb SSD,14.31 x 10.04 x 0.94 inches,Windows 10,"June 8, 2022",$939.00,Acer Nitro 5 15″ (Nitro 5)
6589d0148997406b55ed9679,Intel Core i5-1135G7,Intel Iris Xe,8gb,13.5″,2k(2256 x 1504 pixels),2.79 lbs(1.27 kg),1000gb SSD,12.1 x 8.8 x 0.57 inches,Windows 11,"July 21, 2023","$1,156.39",Microsoft Surface Surface 4 13″ (Surface)
6589d0148997406b55ed967a,Intel Core i5-11400H,GeForce RTX 3050 4GB,8gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),500gb SSD,14.13 x 9.99 x 0.85 inches,Windows 11,"August 11, 2022",$749.00,MSI GF63 15″ (11UC-270)
6589d0148997406b55ed967b,Intel Core i7-13700H,Intel Iris Xe,16gb,14″,2880x1800(2880 x 1800 pixels),2.76 lbs(1.25 kg),500gb SSD,12.32 x 8.58 x 0.59 inches,Windows,"May 7, 2023","$1,099.99",Acer Swift Go 14 (NX.KF1AA.001)
6589d0148997406b55ed967c,Intel Core i5-1135G7,GeForce MX450,32gb,15.6″,Full HD(1920 x 1080 pixels),3.64 lbs(1.65 kg),2000gb SSD,14.31 x 9.39 x 0.7 inches,Windows 11 Pro,"November 27, 2023",$749.00,Acer Aspire 5 A515 (N20C8)
6589d0158997406b55ed967e,AMD Ryzen 3 3250U,,16gb,14″,Full HD(1920 x 1080 pixels),4.59 lbs(2.08 kg),1000gb SSD,12.6 x 7.8 x 0.72 inches,Windows 11 Home,"March 8, 2023",$459.00,HP 14
6589d0158997406b55ed967d,Intel Core i7-12650H,GeForce RTX 3070,32gb,15.6″,Full HD(1920 x 1080 pixels),4.41 lbs(2 kg),2000gb SSD,,Windows 11,"October 3, 2022","$1,499.00",ASUS TUF Dash 15″
6589d0158997406b55ed9680,Intel Core i7-1165G7,Intel Iris Xe,32gb,15.6″,Full HD(1920 x 1080 pixels),3.53 lbs(1.6 kg),2x 1000gb SSD,14.05 x 9.2 x 0.67 inches,Windows 10 Pro,"December 5, 2023",$929.00,EXcaliberPC MSI 15″ (Modern 15 A11MU-637)
6589d0158997406b55ed967f,Intel Celeron N4000,Intel UHD Graphics 600,4gb,15.6″,Full HD(1920 x 1080 pixels),,120gb SSD,14.2 x 9.6 x 0.6 inches,Chrome OS,"October 27, 2022",$399.00,Samsung Chromebook 4 15″
6589d0158997406b55ed9681,Intel Core i7-1160G7,Intel Iris Xe,16gb,13″,2k(2256 x 1504 pixels),2.27 lbs(1.03 kg),500gb SSD,11.5 x 8.2 x 0.7 inches,Windows 11 Pro,"August 3, 2023",$859.99,Lenovo ThinkPad X1 Nano 13″
6589d0158997406b55ed9682,Intel Core i7-1165G7,,16gb,14″,WUXGA(1920 x 1200 pixels),2.5 lbs(1.13 kg),500gb SSD,12.4 x 8.7 x 0.59 inches,,"March 30, 2022","$2,129.20",Lenovo ThinkPad X1 Carbon Gen 9 14″ (20XW00ERUS)
6589d0158997406b55ed9683,Intel Core i7-1260P,,16gb,17″,WQXGA(2560 x 1600 pixels),,500gb SSD,15 x 10 x 0.7 inches,Windows 11 Home,"August 22, 2023","$1,036.98",LG Gram 17″
6589d0158997406b55ed9684,Intel Core i7-11800H,GeForce RTX 3060,16gb,15.6″,4k(3840 x 2160 pixels),5.39 lbs(2.44 kg),500gb SSD,14.11 x 11.54 x 0.78 inches,Windows 10,"October 7, 2021","$1,849.00",MSI Creator 15 (11491)
6589d0158997406b55ed9685,AMD Ryzen 9 5900HX,GeForce RTX 3070,16gb,15.6″,Full HD(1920 x 1080 pixels),5.5 lbs(2.49 kg),2000gb SSD,15 x 10 x 1 inches,Windows 11 Pro,"July 26, 2022","$2,919.00",HP OMEN 15″
6589d0158997406b55ed9686,Intel Core i9-13980HX,GeForce RTX 4070,64gb,16″,Quad HD Plus(3200 x 1800 pixels),5.95 lbs(2.7 kg),4000gb SSD,14.06 x 11.18 x 1.1 inches,Windows 11 Pro,"November 1, 2023","$3,299.00",EXcaliberPC MSI 16″ (Raider GE68HX 13VG-082US)
6589d0158997406b55ed9687,Intel Celeron Series,,4gb,12.2″,WUXGA(1920 x 1200 pixels),2.54 lbs(1.15 kg),32gb SSD,,Chrome OS,"March 3, 2020",$439.00,Samsung Plus 2-in-1 12″ (AC-102)
6589d0168997406b55ed9688,Intel Core i5-1135G7,Intel UHD Graphics,8gb,12.4″,,2.45 lbs(1.11 kg),120gb SSD,10.95 x 8.12 x 0.62 inches,Windows 11,"August 26, 2022",$659.99,Microsoft Surface Go 2 12″ (Surface)
6589d0168997406b55ed9689,Intel Core i3-1115G4,Intel UHD Graphics,16gb,15.6″,Full HD(1920 x 1080 pixels),3.31 lbs(1.5 kg),1000gb SSD,14.11 x 9.27 x 0.74 inches,Windows 11 Home,"September 3, 2023",$539.00,Dell Inspiron 15 3520 (Inspiron)
6589d0168997406b55ed968a,Intel Core i7-1260P,Intel Iris Xe,16gb,17.3″,WQXGA(2560 x 1600 pixels),2.98 lbs(1.35 kg),500gb SSD,14.91 x 10.19 x 0.7 inches,Windows 11 Home,"March 21, 2023","$1,141.99",LG Gram 17 (17Z90Q)
6589d0168997406b55ed968b,Intel Core i5-1235U,Intel Iris Xe,16gb,16″,WUXGA(1920 x 1200 pixels),4.1 lbs(1.86 kg),500gb SSD,14.1 x 9.8 x 0.8 inches,Windows 11 Pro,"September 1, 2023",$689.00,ASUS Vivobook 16 (90NB0ZA3-M00HC0)
6589d0168997406b55ed968c,Intel Core i7-13620H,GeForce RTX 4060,16gb,15.6″,Full HD(1920 x 1080 pixels),8.99 lbs(4.08 kg),1000gb SSD,14.09 x 9.76 x 0.78 inches,Windows 11 Home,"March 9, 2023","$1,349.99",MSI Stealth 15 (13012)
