_id,Processor (CPU),Graphics card (GPU),Memory (RAM),Screen size,Screen resolution,Weight,Hard drives,Size (length x width x height),Operating system (OS),Release date,Amazon.com Lowest New Price,Name
6589d0078997406b55ed95cc,Intel Celeron N4000,,4gb,14″,HD(1366 x 768 pixels),3.5 lbs(1.59 kg),64gb SSD,15 x 6 x 2 inches,Chrome OS,"December 16, 2022",$288.88,HP X360 2-in-1 Chromebook 14″
6589d0078997406b55ed95cd,Intel Celeron Series,,4gb,14″,HD(1366 x 768 pixels),3.31 lbs(1.5 kg),1000gb SSD,12.63 x 8.54 x 0.67 inches,Windows 11 Home,"September 18, 2023",$369.00,ASUS VivoBook 14 HD (VivoBook)
6589d0078997406b55ed95ce,Intel Core i3-1005G1,Intel UHD Graphics,4gb,14″,Full HD(1920 x 1080 pixels),3.1 lbs(1.41 kg),250gb SSD,,Windows 11 Home,"October 13, 2023",$269.00,ASUS Vivobook 14″ (X413JA)
6589d0078997406b55ed95cf,Intel Core i5-11400H,GeForce RTX 3050,32gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),1000gb SSD,14.13 x 9.99 x 0.85 inches,Windows 11 Home,"December 21, 2023",$859.00,MSI GF63 15″ (GF63 Thin Gaming)
6589d0078997406b55ed95d0,Intel Core i7-1165G7,Intel Iris Xe,32gb,15.6″,Full HD(1920 x 1080 pixels),3.8 lbs(1.72 kg),2000gb SSD,14.1 x 9.5 x 0.87 inches,Windows 11 Pro,"October 20, 2023","$1,219.99",HP 15t-dw300
6589d0088997406b55ed95d1,Intel Celeron N4020C,,8gb,17″,Full HD(1920 x 1080 pixels),6.5 lbs(2.95 kg),250gb SSD,17.3 x 10 x 0.6 inches,Windows 11 Home,"March 28, 2023",$389.99,SGIN M17PRO (1)
6589d0088997406b55ed95d2,Intel Core i3-1220P,,8gb,17.3″,Full HD(1920 x 1080 pixels),5 lbs(2.27 kg),250gb SSD,15 x 10 x 0.78 inches,Windows 11 Home,"August 15, 2023",$403.99,ASUS Vivobook 17″ (K1703ZA-WH34)
6589d0088997406b55ed95d3,Intel Core i3-1115G4,,20gb,15.6″,Full HD(1920 x 1080 pixels),4.19 lbs(1.9 kg),500gb SSD,14.31 x 9.39 x 0.7 inches,Windows 10,"May 15, 2023",$489.99,Acer Aspire 5 15″
6589d0088997406b55ed95d4,AMD Ryzen 9 7845HX,GeForce RTX 4080,32gb,18″,Full HD Plus(2160 x 1440 pixels),9.32 lbs(4.23 kg),1000gb SSD,16.15 x 11.41 x 0.99 inches,,"August 9, 2023","$2,871.97",Alienware m18 (28W7W)
6589d0088997406b55ed95d5,Intel Core i5-7300HQ,GeForce GTX 1060,8gb,15.6″,Full HD(1920 x 1080 pixels),6.28 lbs(2.85 kg),"120gb SSD, 1000gb HDD",15.32 x 10.82 x 0.93 inches,Windows 10,"October 29, 2017","$1,227.99",Dell i7577-5241BLK-PUS 15″
6589d0088997406b55ed95d6,Intel Core i7-13620H,GeForce RTX 4070,64gb,17.3″,Full HD(1920 x 1080 pixels),5.73 lbs(2.6 kg),1000gb SSD,15.67 x 10.75 x 0.99 inches,Windows 11,"December 22, 2023","$1,799.00",MSI Katana 17 (Katana)
6589d0088997406b55ed95d7,AMD Ryzen 7 5800H,GeForce RTX 3050 Ti,32gb,15.6″,Full HD(1920 x 1080 pixels),5.39 lbs(2.44 kg),2000gb SSD,14.1 x 10.4 x 0.98 inches,Windows 11 Home,"October 27, 2022","$1,429.00",Dell G15
6589d0088997406b55ed95d8,AMD Ryzen 9 5900HX,GeForce RTX 3070,16gb,15.6″,Full HD(1920 x 1080 pixels),5.5 lbs(2.49 kg),2x 2000gb SSD,15 x 10 x 1 inches,Windows 10 Pro,"June 6, 2023","$3,529.00",HP OMEN 15z-en100
6589d0088997406b55ed95d9,Intel Core i3-1115G4,Intel UHD Graphics,16gb,17.3″,HD Plus(1600 x 900 pixels),5.25 lbs(2.38 kg),500gb SSD,16.33 x 10.72 x 0.96 inches,Windows 11 Home,"May 9, 2022",$542.98,HP 17
6589d0088997406b55ed95da,Intel Core i7 Series,GeForce RTX 2080 SUPER,32gb,17.3″,Full HD(1920 x 1080 pixels),8.38 lbs(3.8 kg),4000gb SSD,15.7 x 12.56 x 1.71 inches,,"November 25, 2021","$3,499.00",HIDevolution EVOC 17″ (EV-X170SMG-300700K80-13)
6589d0088997406b55ed95db,Intel Core i7-1165G7,Intel Iris Xe,32gb,14″,Full HD(1920 x 1080 pixels),3.73 lbs(1.69 kg),2000gb SSD,12.76 x 8.7 x 0.78 inches,Windows 11 Pro,"June 6, 2023","$2,039.00",Lenovo ThinkPad E14 Gen 2
6589d0088997406b55ed95dc,Intel Core i7-1165G7,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),3.86 lbs(1.75 kg),500gb SSD,14.18 x 9.21 x 0.7 inches,Windows 10 Pro,"November 16, 2020",$709.00,HP Pavilion 15 (2L8P0UAABA)
6589d0098997406b55ed95dd,AMD Ryzen 3 3250U,,8gb,14″,HD(1366 x 768 pixels),3.24 lbs(1.47 kg),120gb SSD,,Windows 10,"December 27, 2020",$332.21,HP 14-fq0032ms (1)
6589d0098997406b55ed95de,AMD Ryzen 3 4300U,,4gb,15.6″,Full HD(1920 x 1080 pixels),3.97 lbs(1.8 kg),120gb SSD,14.31 x 9.86 x 0.71 inches,Windows 10,"January 27, 2021",$349.99,Acer Aspire 5 A515-44-R93G (NX.A6KAA.001)
6589d0098997406b55ed95df,Intel Core i9-13900H,GeForce RTX 4090,64gb,17.3″,Quad HD(2560 x 1440 pixels),6.2 lbs(2.81 kg),2000gb SSD,15.65 x 11.16 x 0.82 inches,Windows 11 Pro,"February 11, 2023","$3,999.00",MSI Stealth 17 Studio (STEALTH1713017)
6589d0098997406b55ed95e0,Intel Core i7-13700H,Intel Iris Xe,16gb,14.5″,WQXGA(2560 x 1600 pixels),3.44 lbs(1.56 kg),1000gb SSD,12.67 x 8.88 x 0.67 inches,Windows 11 Home,"August 2, 2023",$949.00,ASUS Zenbook 14X (Q420V)
6589d0098997406b55ed95e1,Intel Core i5 Series,Intel HD 4000,4gb,10.1″,XGA(1024 x 768 pixels),5.1 lbs(2.31 kg),500gb HDD,10.7 x 8.5 x 1.9 inches,Windows 7,"May 9, 2018","$1,999.10",Panasonic Toughbook CF-191HYAV1M 10″ (LPT253)
6589d0098997406b55ed95e3,Intel Core i5-1240P,Intel Iris Xe,16gb,13.4″,Full HD Plus(2160 x 1440 pixels),3.74 lbs(1.7 kg),2000gb SSD,11.82 x 8.75 x 0.59 inches,Windows 11 Pro,"June 11, 2022","$1,035.00",EXcaliberPC MSI 13″ (Summit E13FlipEvo A12MT-003)
6589d0098997406b55ed95e2,Intel Core i3-1115G4,Intel UHD Graphics,20gb,14″,Full HD(1920 x 1080 pixels),2.75 lbs(1.25 kg),2000gb SSD,12.88 x 9.49 x 0.78 inches,Windows 11 Home,"April 3, 2023",$419.00,Lenovo IdeaPad 3i 14 (IdeaPad)
6589d0098997406b55ed95e4,Intel Core i5-1135G7,Intel Iris Xe,8gb,15.6″,HD(1366 x 768 pixels),3.97 lbs(1.8 kg),500gb SSD,,Windows 11 Home,"January 29, 2022",$889.00,HP Pavilion 15″
6589d0098997406b55ed95e5,AMD Ryzen 7 7730U,,16gb,17.3″,Full HD(1920 x 1080 pixels),4.63 lbs(2.1 kg),1000gb SSD,15.74 x 9.91 x 0.8 inches,Windows 11 Home,"September 3, 2023",$899.00,ASUS Vivobook M3704Y 17″ (90NB1192-M000U0)
6589d0098997406b55ed95e6,Intel Core i7-1360P,Intel Iris Xe,16gb,16″,WQXGA(2560 x 1600 pixels),3.26 lbs(1.48 kg),2000gb SSD,14.04 x 9.78 x 0.67 inches,Windows 11 Pro,"June 11, 2023","$1,817.95",LG Gram 16 2-in-1 (16T90R)
6589d0098997406b55ed95e7,Intel CoreT i7-1360P,Intel Iris Xe,16gb,14″,Quad HD Plus(3200 x 1800 pixels),6.5 lbs(2.95 kg),1000gb SSD,12.26 x 8.8 x 0.63 inches,Windows 11 Home,"July 20, 2023","$1,199.99",ASUS Zenbook 14 Flip (UP3404VA-DS74T)
6589d0098997406b55ed95e8,AMD Ryzen 5 5600H,GeForce GTX 1650,16gb,15.6″,Full HD(1920 x 1080 pixels),4.9 lbs(2.22 kg),1000gb SSD,14.1 x 10.1 x 1 inches,Windows 11 Home,"October 4, 2023",$849.00,Lenovo IdeaPad 15″
6589d0098997406b55ed95e9,Intel Core i7-1195G7,Intel Iris Xe,16gb,17″,WQXGA(2560 x 1600 pixels),2.98 lbs(1.35 kg),500gb SSD,,Windows 11,"October 31, 2023","$1,189.00",LG Gram 17″ (17Z95P)
6589d0098997406b55ed95ea,Intel Core i7-1255U,Intel Iris Graphics,16gb,15.6″,Full HD(1920 x 1080 pixels),3.65 lbs(1.66 kg),500gb SSD,,Windows 11 Home,"April 28, 2023",$869.00,Dell Inspiron 15 3520 (I3520)
6589d0098997406b55ed95eb,Intel Core i5-1135G7,Intel Iris Xe,20gb,15.6″,Full HD(1920 x 1080 pixels),3.96 lbs(1.8 kg),"1000gb SSD, 1000gb HDD",14.17 x 9.25 x 0.78 inches,Windows 11 Pro,"July 7, 2023",$659.00,ASUS VivoBook 15″ (F1500)
6589d00a8997406b55ed95ec,Intel Pentium Silver N5000,,4gb,14″,Full HD(1920 x 1080 pixels),2.87 lbs(1.3 kg),120gb SSD,12.8 x 8.9 x 0.69 inches,Windows 10 Home,"October 22, 2019",$389.00,ASUS E14 (E406MA-DH21)
6589d00a8997406b55ed95ed,Intel Core i7-12700H,GeForce RTX 3050 Ti,32gb,17.3″,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),1000gb SSD,15.67 x 10.75 x 0.99 inches,Windows 10 Home,"August 19, 2023","$1,249.00",MSI GF76 Katana 17″ (GF76 Katana)
6589d00a8997406b55ed95ee,AMD Ryzen 3 5300U,,32gb,15.6″,HD(1366 x 768 pixels),3.75 lbs(1.7 kg),2000gb SSD,14.11 x 9.53 x 0.78 inches,Windows 11 Home,"November 25, 2023",$512.95,HP TPN-I1307JC65AV 15″ (TPN-I1307JC65AV)
6589d00a8997406b55ed95ef,AMD Ryzen 7 7735HS,Radeon RX 7700S,16gb,16″,Full HD Plus(2160 x 1440 pixels),4.85 lbs(2.2 kg),500gb SSD,13.98 x 9.92 x 0.87 inches,Windows 11 Home,"December 12, 2023",$949.99,EXcaliberPC ASUS TUF 16″ (FA617NT-A16.R77700)
6589d00a8997406b55ed95f0,Intel Core i7-1260P,Intel Iris Xe,14gb,14″,WUXGA(1920 x 1200 pixels),2.2 lbs(1 kg),500gb SSD,12.33 x 8.47 x 0.71 inches,Windows 10 Home,"November 26, 2023","$1,029.00",LG 14ZB (Gram 14ZB90Q-G)
6589d00a8997406b55ed95f1,AMD Ryzen 3 3200U,Radeon Vega 3 Mobile,8gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),250gb SSD,14.3 x 10 x 0.78 inches,Windows 10 Home,"September 2, 2021",$429.00,Acer Aspire 5 15″ (A15-R9l)
6589d00a8997406b55ed95f2,Intel Core i5-1135G7,,32gb,15.6″,Full HD(1920 x 1080 pixels),3.82 lbs(1.73 kg),1000gb SSD,14.11 x 9.27 x 0.83 inches,Windows 11 Pro,"August 31, 2023",$639.00,Dell Inspiron 15 3000 3520 Windows 11 Pro
6589d00a8997406b55ed95f3,AMD Ryzen 9 6900HS,GeForce RTX 3060,32gb,16″,WQXGA(2560 x 1600 pixels),4.63 lbs(2.1 kg),16000gb SSD,13.98 x 9.57 x 0.76 inches,,"August 13, 2022","$4,879.00",HIDevolution ASUS ROG X16 GV601RM (GV601RM-X16.R93060-HID10)
6589d00a8997406b55ed95f4,Intel Core i7-12700H,GeForce RTX 3070,32gb,15.6″,Full HD(1920 x 1080 pixels),6 lbs(2.72 kg),1000gb SSD,14.13 x 10.2 x 0.94 inches,Windows 11 Home,"May 2, 2022","$1,679.99",MSI GL66 Pulse 15″ (GL66 12UGKV)
6589d00a8997406b55ed95f5,Intel Core i9-13980HX,GeForce RTX 4070,16gb,15.6″,Quad HD(2560 x 1440 pixels),5.73 lbs(2.6 kg),1000gb SSD,14.1 x 10.8 x 0.78 inches,Windows 11 Home,"July 21, 2023","$1,849.00",Gigabyte AORUS 15X
6589d00a8997406b55ed95f6,Intel Core i5-1135G7,Intel Iris Xe,16gb,17.3″,Full HD(1920 x 1080 pixels),4.86 lbs(2.2 kg),500gb SSD,15.78 x 10.15 x 0.78 inches,Windows 11 Home,"August 6, 2022",$829.99,HP 17-BY400
6589d00a8997406b55ed95f7,AMD Ryzen 5 5500U,,16gb,15.6″,Full HD(1920 x 1080 pixels),3.9 lbs(1.77 kg),2000gb SSD,13 x 9 x 0.8 inches,Windows 11 Pro,"September 13, 2023",$579.00,HP G8 15″
6589d00b8997406b55ed95f8,Intel Core i7-1185G7E,Intel Iris Xe,20gb,15.6″,Full HD(1920 x 1080 pixels),3.97 lbs(1.8 kg),1000gb SSD,14.17 x 9.25 x 0.78 inches,Windows 11 Home,"July 22, 2023",$569.99,ASUS Vivobook15
6589d00b8997406b55ed95f9,Intel Core i7-10875H,GeForce RTX 3070,16gb,15.6″,Quad HD(2560 x 1440 pixels),4.4 lbs(2 kg),1000gb SSD,13.98 x 9.25 x 0.67 inches,,"March 22, 2021","$2,888.00",Razer Blade 15 (RZ09-0367BED3-R3U1)
6589d00b8997406b55ed95fa,AMD Ryzen 7 PRO 6850U,,16gb,14″,WUXGA(1920 x 1200 pixels),4.95 lbs(2.25 kg),500gb SSD,12.5 x 8.9 x 0.7 inches,,"January 16, 2023","$1,099.99",Lenovo ThinkPad P14s Gen 3 (21J5001LUS)
6589d00b8997406b55ed95fb,Intel Core i5-1135G7,Intel Iris Xe,64gb,15.6″,Full HD(1920 x 1080 pixels),3.5 lbs(1.59 kg),2000gb SSD,14.25 x 9.5 x 0.75 inches,Windows 11 Home,"December 12, 2023","$1,059.99",HP 15 dy2795wm
6589d00b8997406b55ed95fc,Intel Core i7-1260P,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),3.11 lbs(1.41 kg),1000gb SSD,13.97 x 8.98 x 0.47 inches,Windows 11 Home,"November 26, 2022","$1,349.99",Samsung Galaxy Book2 Pro 360 15″ (Galaxy Book2 Pro 360)
6589d00b8997406b55ed95fe,AMD Ryzen 5 5500U,,16gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),250gb SSD,14.09 x 9.06 x 0.74 inches,Windows 11 Home,"February 16, 2022",$649.00,HP ENVY x360 15″ (ENVY x360)
6589d00b8997406b55ed95fd,AMD Ryzen 5 4600H,GeForce GTX 1650,16gb,17.3″,Full HD(1920 x 1080 pixels),6 lbs(2.72 kg),500gb SSD,15.71 x 10.95 x 1.02 inches,Windows 11 Home,"July 17, 2023",$799.00,ASUS TUF A17 (ASUS)
6589d00b8997406b55ed95ff,Intel Core i3-1115G4,Intel UHD Graphics 770,8gb,14″,HD(1366 x 768 pixels),3.53 lbs(1.6 kg),500gb SSD,12.81 x 8.5 x 0.78 inches,Windows 11 Home,"October 28, 2023",$343.99,ASUS Vivobook X1400EA
6589d00b8997406b55ed9600,AMD Ryzen 3 3250U,,16gb,15.6″,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),500gb SSD,14.11 x 9.53 x 0.78 inches,Windows 10 Home,"August 31, 2021",$427.00,HP Pavilion 15″
6589d00b8997406b55ed9601,Intel Celeron Series,Intel UHD Graphics,12gb,15.6″,Full HD(1920 x 1080 pixels),4.19 lbs(1.9 kg),250gb SSD,14.3 x 9.4 x 0.78 inches,Windows 11 Home,"September 2, 2023",$349.99,Acer Aspire 15″
6589d00b8997406b55ed9602,Intel Core i7-9750H,GeForce RTX 2070,64gb,15.6″,Full HD(1920 x 1080 pixels),4.49 lbs(2.04 kg),2000gb SSD,14 x 9.8 x 0.74 inches,Windows 10 Pro,"August 26, 2022","$3,269.18",Gigabyte AERO 15 (XA-F74ADP-24859-R)
6589d00b8997406b55ed9603,Intel Core i5 Series,,6gb,12.5″,,3.17 lbs(1.44 kg),250gb HDD,12.2 x 8.9 x 1 inches,Windows 10 Home,"April 3, 2019",$249.00,Dell Latitude E6230 12″ (Latitude E6230)
6589d00b8997406b55ed9604,Intel Celeron N4020,Intel UHD Graphics,16gb,15.6″,HD(1366 x 768 pixels),3.91 lbs(1.77 kg),250gb SSD,14.33 x 9.8 x 0.79 inches,Windows 11,"April 19, 2022",$549.00,Dell Inspiron 3000 15″ (Inspiron)
6589d00c8997406b55ed9605,Intel Celeron N4000,Intel UHD Graphics 600,4gb,15.6″,Full HD(1920 x 1080 pixels),,120gb SSD,14.2 x 9.6 x 0.6 inches,Chrome OS,"August 17, 2023",$469.00,Samsung Chromebook 4 15″
6589d00c8997406b55ed9606,Intel Core i7-1260P,Quadro T400,16gb,16″,Quad HD(2560 x 1440 pixels),4.4 lbs(2 kg),500gb SSD,,Windows 11 Home,"September 3, 2023",$999.99,Lenovo Yoga 7i 2-in-1 16″ (XD-V8Y4-3ONZ)
6589d00c8997406b55ed9607,Intel Celeron N4120,Intel UHD Graphics 600,4gb,14″,HD(1366 x 768 pixels),3.24 lbs(1.47 kg),64gb SSD,12.76 x 8.86 x 0.71 inches,Windows 11 Home,"September 14, 2023",$269.99,HP 14 (14)
6589d00c8997406b55ed9608,AMD Ryzen 9 5900HS,GeForce RTX 3060,24gb,14″,Quad HD(2560 x 1440 pixels),3.64 lbs(1.65 kg),1000gb SSD,12.76 x 8.74 x 0.7 inches,Windows 10,"December 10, 2021","$1,563.88",ASUS ROG Zephyrus G14
6589d00c8997406b55ed9609,AMD Ryzen 5 7530U,,8gb,15.6″,Full HD(1920 x 1080 pixels),3.83 lbs(1.74 kg),500gb SSD,14.29 x 9.43 x 0.7 inches,Windows 11 Home,"June 16, 2023",$549.00,Acer Aspire 5 15 (NX.KJ7AA.001)
6589d00c8997406b55ed960a,Intel Core i5-1035G1,Intel UHD Graphics,16gb,15.6″,Full HD(1920 x 1080 pixels),3.93 lbs(1.78 kg),1000gb SSD,14.33 x 9.8 x 0.77 inches,Windows 10 Home,"September 30, 2022",$699.00,Dell Inspiron 15″ (i3501-5580BLK-PUS)
6589d00c8997406b55ed960b,Intel Celeron N4120,,8gb,14″,,3.24 lbs(1.47 kg),320gb SSD,12.7 x 8.8 x 0.7 inches,,"October 27, 2023",$269.00,HP Essential 14″
6589d00c8997406b55ed960c,Intel Core i7-1255U,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),4.08 lbs(1.85 kg),1000gb SSD,14.04 x 9.18 x 0.67 inches,Windows 11 Pro,"March 3, 2023","$1,149.00",Lenovo IdeaPad 5i 15″ (15IAL7)
6589d00c8997406b55ed960d,Intel Core i5-1135G7,Intel Iris Xe,16gb,14.1″,Full HD(1920 x 1080 pixels),4 lbs(1.81 kg),500gb SSD,,Windows 10 Home,"August 25, 2023",$418.99,Gateway GWTW14
6589d00c8997406b55ed960e,Intel Core i7-12650H,GeForce RTX 3070,32gb,15.6″,Full HD(1920 x 1080 pixels),4.41 lbs(2 kg),1000gb SSD,13.94 x 9.88 x 0.78 inches,Windows 11 Home,"October 14, 2022","$1,299.99",ASUS TUF F15 (TUF Dash F15)
6589d00c8997406b55ed960f,AMD Ryzen 5 3500C,,8gb,15.6″,Full HD(1920 x 1080 pixels),4.2 lbs(1.91 kg),120gb SSD,14.08 x 9.48 x 0.73 inches,Chrome OS,"October 12, 2022",$589.47,ASUS Chromebook Flip CM5 15″ (CM5500FDA-IN588T)
6589d00c8997406b55ed9610,Intel Core i5-12450H,GeForce RTX 2050,64gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),1000gb SSD,14.13 x 9.99 x 0.85 inches,Windows 11 Home,"November 27, 2023",$899.00,EXcaliberPC MSI 15″ (Thin)
6589d00c8997406b55ed9611,Intel Pentium Series,Intel UHD Graphics 605,8gb,15.6″,,3.75 lbs(1.7 kg),250gb SSD,,Windows 11,"December 23, 2021",$359.00,HP dy0025 15″
6589d00d8997406b55ed9612,Intel Core i5-1335U,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),3.7 lbs(1.68 kg),8000gb SSD,14.1 x 9.2 x 0.75 inches,Windows 11 Pro,"November 21, 2023","$2,419.99",Dell Inspiron 15 3530
6589d00d8997406b55ed9613,Intel Core i7-12700H,GeForce RTX 3070,64gb,15.6″,Full HD(1920 x 1080 pixels),4.9 lbs(2.22 kg),2000gb SSD,14.12 x 10 x 1.12 inches,Windows 11 Home,"June 18, 2023","$1,994.00",Gigabyte AORUS 5 15″
6589d00d8997406b55ed9614,AMD Ryzen 5 7530U,Integrated graphics,16gb,16″,WUXGA(1920 x 1200 pixels),3.9 lbs(1.77 kg),500gb SSD,14 x 10 x 1 inches,Windows 10 Pro,"February 17, 2023",$739.99,Lenovo ThinkPad E16 Gen 1 (21EDCTO1WW-5512-37867)
6589d00d8997406b55ed9615,Intel Core i5 Series,Intel HD 4000,4gb,13.3″,WXGA(1280 x 800 pixels),4.5 lbs(2.04 kg),500gb HDD,,macOS,"November 15, 2022",$400.04,Apple MacBook Pro 13” (Mid 2012) (MD101LL/A)
6589d00d8997406b55ed9616,Intel Core i7-13700H,Intel Iris Xe,32gb,14″,Full HD Plus(2160 x 1440 pixels),3.53 lbs(1.6 kg),1000gb SSD,12.36 x 8.96 x 0.7 inches,Windows 11 Pro,"April 18, 2023","$1,395.00",MSI Prestige 14 EVO (PRE14EVO13269)
6589d00d8997406b55ed9617,Intel Core i5-8250U,,8gb,15.6″,Full HD(1920 x 1080 pixels),4.4 lbs(2 kg),250gb SSD,14.33 x 9.72 x 0.78 inches,Windows 10,"November 23, 2017",$499.99,Lenovo Flex 5 15″ (81CA0008US)
6589d00d8997406b55ed9618,Intel Core i7-13650HX,GeForce RTX 4060,64gb,16″,Full HD Plus(2160 x 1440 pixels),5.57 lbs(2.53 kg),2000gb SSD,13.94 x 10.2 x 0.89 inches,Windows 11 Home,"July 18, 2023","$1,699.00",ASUS ROG Strix G16 (G614JV)
6589d00d8997406b55ed9619,Intel Core i5-12500H,Intel Iris Xe,20gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),500gb SSD,14.2 x 9.1 x 0.9 inches,Windows 11 Home,"November 28, 2023",$809.99,ASUS Vivobook S 15
6589d00d8997406b55ed961a,Intel Core i7-12700H,GeForce RTX 3070 Ti,16gb,16″,WQUXGA(3840 x 2400 pixels),5 lbs(2.27 kg),2x 4000gb SSD,14.02 x 9.78 x 0.88 inches,Windows 11 Home,"May 9, 2023","$2,834.00",Gigabyte AERO 16
6589d00d8997406b55ed961b,Intel Core i3-1115G4,Intel UHD Graphics,32gb,17.3″,HD Plus(1600 x 900 pixels),,1000gb HDD,15.78 x 10.15 x 0.78 inches,Windows 11,"April 21, 2023",$739.00,HP H17-0013dxi3
6589d00d8997406b55ed961c,Intel Core i5-11260H,GeForce RTX 3050,16gb,17.3″,Full HD(1920 x 1080 pixels),5.73 lbs(2.6 kg),500gb SSD,15.72 x 10.59 x 0.98 inches,Windows 11 Home,"December 22, 2021",$999.00,ASUS TUF 17″
6589d00d8997406b55ed961d,Intel Core i5-1335U,Integrated graphics,64gb,15.6″,Full HD(1920 x 1080 pixels),8 lbs(3.63 kg),1000gb SSD,14.09 x 9.19 x 0.82 inches,Windows 11 Pro,"August 21, 2023","$1,079.89",Dell Latitude 5000 5540 15″ (Latitude 5540)
6589d00e8997406b55ed961e,Intel Core i5-1235U,,16gb,14″,Full HD(1920 x 1080 pixels),3.35 lbs(1.52 kg),2000gb SSD,12.68 x 8.27 x 0.74 inches,Windows 11 Pro,"November 6, 2023",$732.00,HP Pavilion x360 2-in-1 14″ (TPN-W146)
6589d00e8997406b55ed961f,Intel Core i3-1115G4,Intel UHD Graphics,12gb,17.3″,Full HD(1920 x 1080 pixels),5.07 lbs(2.3 kg),120gb SSD,15.98 x 10.08 x 0.78 inches,Windows 11 Home,"September 5, 2023",$529.00,ASUS Vivobook 17 (K712)
6589d00e8997406b55ed9620,Intel Core i5-1035G1,,4gb,12.4″,,2.43 lbs(1.1 kg),64gb SSD,10.95 x 8.1 x 0.62 inches,Windows 10 Home,"October 19, 2020",$478.99,Microsoft Surface 1ZO-00001 12″
6589d00e8997406b55ed9621,Intel Core i7 Series,,8gb,14″,HD(1366 x 768 pixels),4.68 lbs(2.12 kg),120gb SSD,13.3 x 9.2 x 1.3 inches,Windows 11,"September 8, 2021",$375.00,Dell Latitude E6440 14″ (NB-DL-LATITUDEE6440-NB-i7-3-8-180SSD-DV)
6589d00e8997406b55ed9622,AMD Ryzen 5 5600H,GeForce RTX 3060,32gb,15.6″,Full HD(1920 x 1080 pixels),5.29 lbs(2.4 kg),500gb SSD,14 x 10 x 0.9 inches,Windows 11 Home,"October 27, 2022","$1,329.00",Acer Nitro 5 15″
6589d00e8997406b55ed9623,Intel Core i5-1135G7,Intel Iris Xe,32gb,15.6″,Full HD(1920 x 1080 pixels),3.5 lbs(1.59 kg),1000gb SSD,14.25 x 9.5 x 0.75 inches,Windows 11 Pro,"November 10, 2023",$839.99,HP 15 dy2795wm
6589d00e8997406b55ed9624,Intel Core i7-11800H,GeForce RTX 3070,16gb,15.6″,Full HD(1920 x 1080 pixels),4.8 lbs(2.18 kg),8000gb SSD,14 x 9.6 x 1.06 inches,Windows 10 Home,"June 8, 2023","$4,659.00",Gigabyte AORUS 15P
6589d00e8997406b55ed9625,AMD Ryzen 9 6900HS,GeForce RTX 3050,16gb,13.4″,WUXGA(1920 x 1200 pixels),5.49 lbs(2.49 kg),1000gb SSD,12.55 x 10.18 x 0.74 inches,Windows 11 Pro,"September 6, 2023","$1,049.00",ASUS ROG Flow 13″
6589d00e8997406b55ed9626,Intel Core i7-12650H,GeForce RTX 4060,64gb,15.6″,Full HD(1920 x 1080 pixels),4.64 lbs(2.1 kg),4000gb SSD,14.22 x 9.41 x 0.97 inches,Windows 11,"December 11, 2023","$1,759.00",Gigabyte G5 KF5 15″ (9RC55KF5FIIA51US000)
6589d00e8997406b55ed9627,Intel Core i7 Series,,8gb,14″,HD(1366 x 768 pixels),4.6 lbs(2.09 kg),250gb SSD,13.9 x 9.49 x 1.3 inches,Windows 10 Pro,"February 5, 2022",$215.22,Dell Latitude E6430 14″
6589d00e8997406b55ed9628,Intel Core i7-1260P,GeForce RTX 3060,64gb,15.6″,Full HD(1920 x 1080 pixels),3.73 lbs(1.69 kg),8000gb SSD,14.1 x 9.76 x 0.63 inches,Windows 11 Pro,"August 2, 2023","$2,779.00",HIDevolution 2023 MSI Stealth 15M B12UE (MS-Stealth15M12042-HID8)
6589d00e8997406b55ed9629,Intel Core i5-13420H,GeForce RTX 3050,32gb,15.6″,Full HD(1920 x 1080 pixels),5.06 lbs(2.3 kg),1000gb SSD,14.09 x 10.4 x 0.93 inches,Windows 11 Home,"December 11, 2023",$757.99,HP Victus 15″ (Victus)
6589d00e8997406b55ed962a,AMD Ryzen 5 5500U,Integrated graphics,16gb,14″,Full HD(1920 x 1080 pixels),3.5 lbs(1.59 kg),250gb SSD,12.76 x 9 x 0.7 inches,Windows 10 Home,"March 13, 2022",$719.00,HP 14-fq1021nr
6589d00e8997406b55ed962b,Intel Celeron N4020,,8gb,15.6″,HD(1366 x 768 pixels),3.91 lbs(1.77 kg),1000gb SSD,14.33 x 9.8 x 0.78 inches,Windows 11 Home,"June 30, 2022",$485.00,Dell Inspiron 15 (3510)
